Mean,Std,Sum
3.0845518663194444,7.380632593730568,2842723.0
5.000584201388889,10.148553986130397,4608538.399999999
5.340730685763888,10.958009526463762,4922017.399999999
5.743102430555556,11.817472046334482,5292843.2
6.013255642361112,12.645033952621302,5541816.4
6.360081380208333,13.567319376778237,5861451.0
6.962350477430558,14.6508468957161,6416502.200000002
7.460550347222224,15.496886438824168,6875643.200000001
7.7385735677083325,16.239990999159787,7131869.399999999
8.034822265625,16.88500020168369,7404892.199999999
8.247648871527778,17.435549417534627,7601033.2
8.433658637152774,17.90817035089378,7772459.799999997
8.626932508680554,18.37727144962981,7950580.999999999
8.89150065104167,18.82586001661634,8194407.000000002
9.053770182291668,19.23692294704694,8343954.600000001
9.292821831597221,19.648526404800645,8564264.6
9.462337673611112,20.009562576008467,8720490.4
9.613150607638893,20.361250208364652,8859479.600000003
9.74756032986111,20.68203277021093,8983351.6
9.905215711805555,20.959311374656906,9128646.799999999
10.022085286458331,21.24892557844715,9236353.799999999
10.308718098958327,21.51928035986696,9500514.599999994
10.440311414930557,21.782114027942384,9621791.000000002
10.570423177083331,22.024190100975495,9741701.999999998
10.764058376736108,22.25573542838783,9920156.199999997
10.875705078125002,22.49522776627902,10023049.8
11.069014973958337,22.675150805675038,10201204.200000003
11.214766059027776,22.904037499672786,10335528.399999999
11.333113932291665,23.100017738662356,10444597.799999999
11.52597743055555,23.34514611509011,10622340.799999995
11.784836805555557,23.594632754444753,10860905.600000001
11.869527777777776,23.79464551555735,10938956.799999999
11.97519835069444,23.975271698576268,11036342.799999995
12.091895399305558,24.159913317013086,11143890.800000003
12.272569227430557,24.3750568906161,11310399.8
12.773251953124998,24.41917356553217,11771828.999999998
12.827617838541663,24.602763620166442,11821932.599999996
12.941642144097221,24.814687916996775,11927017.399999999
12.96501215277777,24.99618148233382,11948555.199999994
12.989139539930555,25.166535146801557,11970791.0
13.032196614583334,25.328597655838387,12010472.4
13.070405598958327,25.47648084858603,12045685.799999995
12.954721788194442,25.43339194861761,11939071.599999998
13.173548611111105,25.6027157080281,12140742.399999995
13.42411046006944,25.873307866636534,12371660.199999996
13.306218315972217,25.8309035761762,12263010.799999995
13.366261935763882,25.965403358997744,12318346.999999994
13.460233723958325,26.09556978313529,12404951.399999993
13.515629340277775,26.204672024890044,12456003.999999996
13.6211130642361,26.29496793578053,12553217.79999999
13.690071180555547,26.396178171816192,12616769.599999992
13.781818576388881,26.485445388728255,12701323.999999993
13.849527126736103,26.570260055485846,12763724.199999992
13.962808159722215,26.658922373461348,12868123.999999993
14.027022135416656,26.72946508365559,12927303.59999999
14.201748697916656,26.80922673100209,13088331.59999999
14.267210286458328,26.864400408281785,13148660.999999994
14.402072482638873,26.89824373803847,13272949.999999985
14.475250434027771,26.977903488008263,13340390.799999993
15.144462239583321,26.83546107185624,13957136.39999999
15.129007161458322,26.927232778267427,13942892.999999989
15.118828776041662,27.01009105552749,13933512.599999996
15.179507812499988,27.103614805759776,13989434.39999999
15.277197482638877,27.185643484060165,14079465.19999999
15.269081597222211,27.232209804259398,14071985.59999999
15.274217230902767,27.25663179059843,14076718.59999999
15.388722439236103,27.28828668374638,14182246.599999992
15.41880902777777,27.36528205943975,14209974.399999993
15.470913194444435,27.42742764784697,14257993.599999992
15.483863064236099,27.469996086614366,14269928.199999988
15.527686631944434,27.512154446799997,14310315.99999999
15.620554253472214,27.558341918437257,14395902.799999993
15.672279296874994,27.60170091440331,14443572.599999994
15.695121961805544,27.65486180740534,14464624.39999999
15.858266276041654,27.696538878501883,14614978.199999988
15.935785590277764,27.72660509140994,14686419.999999987
15.942913845486096,27.77099934432357,14692989.399999985
15.974108940972211,27.819051097379596,14721738.79999999
16.059615234374984,27.848443739704415,14800541.399999985
16.047322916666655,27.895484632558492,14789212.799999988
16.152945529513875,27.926849032028457,14886554.599999987
16.15645551215277,27.9509250728473,14889789.399999993
16.212015190972203,27.948292359751722,14940993.199999982
16.214775173611095,27.95404198952063,14943536.799999986
16.231602864583316,27.971259776441446,14959045.199999982
16.270676866319437,27.97176192592514,14995055.799999993
16.25101519097221,27.986280828966695,14976935.599999988
16.385547092013873,27.928322347758808,15100920.199999986
16.390787109374983,27.949537674621304,15105749.399999985
16.39731814236109,27.989848336643995,15111768.399999982
16.39385828993054,28.035682117341185,15108579.799999988
16.479729383680542,28.04501032946664,15187718.599999988
16.51683550347221,28.085103898868994,15221915.599999987
16.54004231770832,28.159306137290105,15243302.999999987
16.552208333333326,28.222654925184493,15254515.199999992
16.533362196180544,28.308858489792808,15237146.59999999
16.77191471354166,28.29264395666649,15456996.599999992
16.84151888020832,28.3758853846867,15521143.799999988
16.866679036458315,28.579622820839376,15544331.399999984
16.972459635416655,28.873198327038246,15641818.79999999
17.029113064236096,29.20290338627599,15694030.599999987
17.12861067708332,29.513774319316003,15785727.599999987
17.192208550347207,29.824103856564246,15844339.399999987
17.31634092881942,30.114312253566315,15958739.79999998
17.4176853298611,30.368652886068602,16052138.79999999
17.484604600694436,30.628884027440524,16113811.59999999
17.602939887152765,30.87646360247412,16222869.399999987
17.64023350694443,31.089040423865182,16257239.199999986
17.7507615017361,31.25265197090296,16359101.79999999
17.800616970486097,31.423392706888922,16405048.599999987
17.82929448784721,31.593809417759182,16431477.79999999
17.86948828124999,31.75679639676698,16468520.399999991
17.886631076388877,31.91028904820412,16484319.19999999
17.93763042534721,32.027658041305635,16531320.199999988
17.931289496527768,32.15482888089699,16525476.399999991
18.13856553819443,32.20292012145123,16716501.999999989
18.146499348958326,32.296342725385266,16723813.799999993
18.165282335069435,32.37034112534024,16741124.199999992
18.20144856770832,32.44796554347176,16774454.999999987
18.497750434027765,32.4116446084455,17047526.79999999
18.452450737847208,32.49297606932879,17005778.599999987
18.407512369791654,32.56752038548668,16964363.399999987
18.395076388888874,32.66716686975237,16952902.399999987
18.351050130208318,32.73777638924157,16912327.799999986
18.31629644097221,32.79714552200067,16880298.79999999
18.27768229166665,32.85652361435379,16844711.999999985
18.264710720486097,32.910657402108704,16832757.399999987
18.254664930555542,32.95100709279451,16823499.199999988
18.23845312499999,33.00796432859186,16808558.39999999
18.249729817708324,33.05941584531964,16818950.999999993
18.241993272569427,33.0970633554443,16811820.999999985
18.22508051215277,33.148068733611865,16796234.19999999
18.22125933159721,33.194829719895125,16792712.59999999
18.22170464409721,33.23638200728932,16793122.99999999
18.226925998263873,33.242248290213254,16797934.999999985
18.226334852430544,33.288640749659955,16797390.199999988
18.228148654513873,33.31130992202132,16799061.799999986
18.181769097222205,33.34126082704373,16756318.399999984
18.141157769097205,33.369731857105556,16718890.999999985
18.16932313368054,33.39920898458811,16744848.199999986
18.139131944444422,33.415815987353135,16717023.99999998
18.176436631944426,33.38982945189617,16751403.999999983
18.114623046874986,33.40522484737978,16694436.599999987
18.10128971354165,33.41846289961209,16682148.599999985
18.070249782986092,33.43961158562556,16653542.199999982
18.026791232638875,33.44448226332406,16613490.799999986
18.070870876736087,33.421359819821554,16654114.59999998
18.315868489583313,33.30238057311926,16879904.39999998
18.30564474826387,33.31968579202357,16870482.19999998
18.229582682291657,33.3411135776208,16800383.39999999
18.150223958333314,33.34440311297022,16727246.399999982
18.13142296006943,33.34691301659674,16709919.399999987
18.09271202256943,33.35443443589115,16674243.399999987
18.028749565972205,33.3542435498899,16615295.599999985
17.994490234374986,33.3531868125662,16583722.199999986
18.02425282118054,33.347129450272526,16611151.399999985
18.172948350694426,33.25959985524759,16748189.199999984
18.12338671874998,33.26219536854109,16702513.199999982
18.06312673611109,33.26730190762551,16646977.599999983
17.98588758680554,33.27232135144914,16575793.999999985
17.900803168402764,33.2731231386544,16497380.199999988
17.815673611111094,33.27503899917987,16418924.799999986
17.776235243055538,33.258678849739,16382578.399999984
17.712567925347205,33.2391437156037,16323902.599999985
17.665261067708308,33.225121538972566,16280304.599999977
17.624364800347205,33.21420256546328,16242614.599999983
17.55149327256943,33.20140614709365,16175456.199999986
17.488981119791653,33.181589789823384,16117844.999999987
17.49057747395831,33.15220428271411,16119316.199999979
17.44352170138887,33.14157347118917,16075949.599999985
17.41323025173609,33.12405653274364,16048032.999999978
17.373365885416643,33.09011086248126,16011293.999999978
17.33060959201387,33.06797289738908,15971889.799999984
17.29499934895831,33.03890906936075,15939071.39999998
17.24572829861109,33.03312244087045,15893663.199999982
17.310315538194427,32.97140711139946,15953186.799999984
17.323593098958312,32.91815443706959,15965423.39999998
17.312745876736088,32.877556759855,15955426.59999998
17.33499327256942,32.83727861690018,15975929.799999978
17.606712239583313,32.67880750017263,16226345.999999981
17.520085503472203,32.67938698116766,16146510.79999998
17.430881510416647,32.67866002830453,16064300.399999982
17.34905338541665,32.66173743791495,15988887.599999983
17.310266927083312,32.63255484935952,15953141.999999981
17.224398654513866,32.633816970195184,15874005.799999978
17.153830729166643,32.60182355524912,15808970.399999978
17.07413519965276,32.583805919232965,15735522.999999983
17.03101540798609,32.56212070552749,15695783.79999998
16.962302517361085,32.53354650732451,15632457.999999976
16.888148871527754,32.510370556979844,15564117.999999978
16.888202039930537,32.452003921964405,15564166.999999981
16.896635850694423,32.419899530342455,15571939.59999998
16.92695442708331,32.35295001501621,15599881.199999977
16.843896701388868,32.33289304344375,15523335.19999998
16.790948350694425,32.30778477865289,15474537.999999981
16.712799696180525,32.284076767506875,15402516.199999973
16.6471421440972,32.260184139273704,15342006.199999979
16.627733723958315,32.214116599939736,15324119.399999982
16.573646484374972,32.18558503711638,15274272.599999975
16.527363498263867,32.14931360004813,15231618.199999979
16.4758823784722,32.13817413382881,15184173.19999998
16.4317886284722,32.11454992814419,15143536.39999998
16.390179904513865,32.09557455672803,15105189.799999977
16.352514756944423,32.07187156620783,15070477.59999998
16.3682651909722,32.01990758154008,15084993.199999979
16.298590277777755,32.000721716451864,15020780.79999998
16.29334396701386,31.958848929228537,15015945.799999975
16.301771918402757,31.90773707742326,15023712.99999998
16.23182834201387,31.891360941669646,14959252.999999981
16.20807226562497,31.842940421286425,14937359.399999974
16.123001519097198,31.82342581032279,14858958.199999977
16.111546874999977,31.777295051954674,14848401.59999998
16.041896918402756,31.753392235733685,14784212.199999979
15.99067664930553,31.720444404148232,14737007.599999977
15.940229817708305,31.679606564791186,14690515.799999975
15.926563368055533,31.62937477336761,14677920.799999978
16.266172526041636,31.431565925323813,14990904.599999972
16.190517578124968,31.41011959530974,14921180.99999997
16.17086111111108,31.38243992086911,14903065.59999997
16.101352647569414,31.36402082541412,14839006.599999972
16.016853081597198,31.34164041105589,14761131.799999977
15.914095703124968,31.323806660818654,14666430.59999997
15.876570963541637,31.32592012322002,14631847.799999973
15.883117838541644,31.331265433085484,14637881.399999978
15.89107443576386,31.344073393771968,14645214.199999973
15.901826388888862,31.36306424082356,14655123.199999975
15.847531249999975,31.41238523654361,14605084.799999977
15.884514756944414,31.43785604446532,14639168.799999973
15.82915256076386,31.476828912997746,14588146.999999974
15.803263888888862,31.499029314681547,14564287.999999976
15.76192361111108,31.51971321562988,14526188.799999971
15.72110894097219,31.553753030038536,14488573.99999997
15.729983072916642,31.565097455959595,14496752.399999978
15.692276909722194,31.57921242887767,14462002.399999974
15.708104817708303,31.579034710868903,14476589.399999972
15.668574001736088,31.600641800966976,14440157.799999978
15.657331163194414,31.61304076459989,14429796.399999972
15.698446831597193,31.609008392598493,14467688.599999974
15.731665147569414,31.610444269288003,14498302.599999972
16.12864084201386,31.50239866744853,14864155.39999997
16.092009331597197,31.540384271100173,14830395.799999977
16.072132812499976,31.594273087213832,14812077.59999998
16.00570529513886,31.66887011662235,14750857.999999972
15.973990451388865,31.728339030515375,14721629.599999977
15.922651041666644,31.79964923324461,14674315.199999979
15.891148437499977,31.860403130250308,14645282.399999978
15.890452473958309,31.91085104883163,14644640.999999978
15.852474175347195,31.962178501742354,14609640.199999975
15.839757161458301,32.0192755525717,14597920.199999971
15.81817404513887,32.07915236825764,14578029.199999982
15.838571397569423,32.12456051983865,14596827.39999998
15.829411024305529,32.1795461169088,14588385.199999975
15.867429904513871,32.22007536402089,14623423.399999984
15.89309440104165,32.264091723243936,14647075.799999984
15.883571831597202,32.32863317820348,14638299.79999998
15.895014322916644,32.38409287613883,14648845.199999979
15.87075412326387,32.447277799621,14626486.999999983
15.84368207465276,32.501510862204654,14601537.399999984
15.845360243055532,32.55864379091834,14603083.99999998
15.822105685763866,32.60751871762484,14581652.59999998
15.858532335069421,32.639379142338925,14615223.399999978
15.84298155381942,32.65692317393759,14600891.799999978
15.816876302083317,32.690519470952225,14576833.199999984
15.805314670138873,32.720133035622965,14566177.999999985
15.769275173611092,32.74927492961637,14532963.999999983
15.738860026041646,32.76907995366192,14504933.399999982
15.79542100694442,32.75382007441041,14557059.999999978
15.95498546006942,32.70316883115734,14704114.599999977
15.976050347222206,32.707697307100084,14723527.999999985
16.001349392361092,32.72451545300559,14746843.599999983
15.982926649305531,32.7568292245212,14729865.199999977
15.928251953124972,32.77205277722766,14679476.999999974
15.883468749999981,32.80097481956302,14638204.799999982
15.861028862847197,32.82634326766931,14617524.199999977
15.839649088541648,32.82879411235894,14597820.599999983
15.820318142361094,32.82803376518869,14580005.199999984
16.068742838541645,32.74859063555037,14808953.39999998
16.034204427083314,32.766799379895296,14777122.79999998
15.98276888020831,32.77836622613809,14729719.799999978
15.94510828993053,32.796848683343825,14695011.799999977
15.915552734374979,32.80972995246114,14667773.39999998
15.893196831597194,32.80755395238157,14647170.199999975
15.849842447916643,32.8072030581886,14607214.799999978
15.812819878472201,32.8040395014474,14573094.79999998
15.771997612847196,32.801311537284086,14535472.999999976
15.737964626736089,32.79439985575163,14504108.199999979
15.702528428819415,32.80665177162532,14471450.199999973
15.715167100694424,32.78975896071991,14483097.999999981
15.741967447916652,32.76395442372369,14507797.199999986
15.70649696180553,32.75644498544715,14475107.599999977
15.71814322916664,32.73028481391994,14485840.799999977
15.681082465277763,32.71503139393338,14451685.599999987
15.647639105902755,32.697485795504,14420864.199999979
15.60849457465275,32.68192951557938,14384788.599999975
15.56223111979164,32.66750771445291,14342152.199999975
15.566365668402755,32.63709782786814,14345962.59999998
15.553799479166646,32.613014857282344,14334381.599999981
15.67670681423609,32.53325195511078,14447652.99999998
15.709783854166641,32.48777536150162,14478136.799999977
16.00501063368053,32.33913879538585,14750217.799999977
15.96130642361109,32.323780035115554,14709939.99999998
15.892654947916641,32.32595907437222,14646670.799999977
15.833057942708312,32.317905045904574,14591746.19999998
15.74119856770831,32.324702617233804,14507088.599999977
15.692241536458305,32.312308103835846,14461969.799999973
15.627987413194422,32.3050691466952,14402753.199999979
15.573804904513862,32.28782198304782,14352818.599999975
15.563389756944423,32.282434474114865,14343219.99999998
15.495294487847199,32.27081309839847,14280463.399999978
15.532529079861085,32.22959583480586,14314778.799999977
15.491067491319425,32.21373272150636,14276567.799999982
15.482178819444421,32.19095428782873,14268375.999999978
15.467845052083309,32.15972931182753,14255165.999999978
15.420008246527754,32.148480813153235,14211079.599999977
15.392314019097194,32.1192455164962,14185556.599999974
15.433433376736083,32.06296413264801,14223452.199999975
15.468048611111085,32.00892207750223,14255353.599999975
15.400751736111086,31.996537816573106,14193332.799999977
15.370371961805532,31.969943939508642,14165334.799999978
15.326878255208305,31.94627967152144,14125250.999999974
15.280811848958306,31.922353410521733,14082796.199999975
15.29901736111109,31.89792355424747,14099574.399999982
15.278060546874972,31.85881249499034,14080260.599999974
15.286971354166646,31.815534357212094,14088472.79999998
15.214303602430533,31.79033572682068,14021502.199999979
15.193370008680528,31.754904341688892,14002209.799999975
15.14733593749998,31.731069289693888,13959784.799999982
15.158812934027756,31.67761317896085,13970361.99999998
15.191965060763863,31.62965025890289,14000914.999999976
15.196296874999977,31.58783478533713,14004907.199999979
15.167196397569423,31.559220973923924,13978088.19999998
15.147581597222187,31.536482046678803,13960011.199999968
15.101567057291637,31.504980727687656,13917604.199999973
15.041852430555531,31.482797051399558,13862571.199999977
15.00134570312498,31.45415484064753,13825240.19999998
14.952904730902752,31.43210983246279,13780596.999999976
15.152350911458305,31.312622991388313,13964406.599999974
15.114381510416646,31.28842315683084,13929413.999999981
15.061258463541641,31.270712168812878,13880455.799999977
15.001499131944417,31.255450162384452,13825381.599999975
14.934176215277752,31.250330123926137,13763336.799999977
14.884738064236087,31.241216666599726,13717774.599999977
14.829831597222192,31.22089979122518,13667172.799999973
14.779164496527759,31.201447983168645,13620477.999999983
14.779741970486088,31.189435101724296,13621010.199999979
14.724320529513863,31.172521499222416,13569933.799999977
14.684432074652754,31.152498277973553,13533172.59999998
14.703965494791642,31.12453583412024,13551174.599999977
14.693318576388863,31.101795469076144,13541362.399999976
14.661398871527751,31.08480909373344,13511945.199999975
14.672466579861082,31.05937694004552,13522145.199999973
14.760006944444418,30.975958209776834,13602822.399999976
14.713403645833305,30.942036337374272,13559872.799999973
14.691769097222194,30.908222688062786,13539934.399999974
14.617493272569419,30.888194420073994,13471481.799999977
14.588522569444423,30.860591842329693,13444782.39999998
14.533503472222195,30.834223071340432,13394076.799999975
14.587626519097192,30.781907546210146,13443956.599999972
14.637491319444415,30.715156504661138,13489911.999999972
14.84901757812497,30.58241588390512,13684854.599999972
14.799175781249971,30.565751707518398,13638920.399999974
14.721139973958309,30.561746614676586,13567002.599999977
14.71645876736108,30.61841381891069,13562688.399999972
14.70190733506942,30.699524709171282,13549277.799999977
14.681071614583308,30.774281970156935,13530075.599999977
14.664348958333312,30.85809355513389,13514663.99999998
14.628532335069425,30.932303903061324,13481655.399999982
14.515477864583312,30.891334745287892,13377464.39999998
14.650029296874978,31.186520807858148,13501466.99999998
14.663574435763865,31.237490155802,13513950.199999977
14.559526692708317,31.192606976819942,13418059.799999986
14.545211805555532,31.257074830930513,13404867.199999979
14.574288194444428,31.304810150451864,13431663.999999985
14.567748914930542,31.35305320029231,13425637.399999987
14.551260850694426,31.403526934444947,13410441.999999983
14.555315538194424,31.433818502688872,13414178.799999982
14.667623263888869,31.431016625098806,13517681.599999981
14.665029730902758,31.493106137666636,13515291.399999982
14.664824218749981,31.565992831891503,13515101.999999983
14.641191189236098,31.627411132221297,13493321.799999988
14.718053168402763,31.660101651496827,13564157.799999986
14.727788194444425,31.71524026209202,13573129.599999983
14.748536892361095,31.782477120195903,13592251.599999985
14.779885416666653,31.854974645095073,13621142.399999987
14.782281249999981,31.925062365684504,13623350.399999982
14.812327039930539,31.994575018893034,13651040.599999985
14.814051649305537,32.059711507490434,13652629.999999983
14.86277886284721,32.11203884130194,13697536.999999989
14.903060763888883,32.153759524653196,13734660.799999995
14.945092881944438,32.19490782285729,13773397.599999994
14.987086154513875,32.2760189753558,13812098.599999987
15.109592230902768,32.329783875507495,13925000.199999992
15.160092881944434,32.39069448055023,13971541.59999999
15.1688532986111,32.46818795397949,13979615.19999999
15.222182725694433,32.52834396284072,14028763.599999988
15.224883029513874,32.60881705083206,14031252.199999986
15.254747612847211,32.6812184207461,14058775.39999999
15.483881944444432,32.663030560281726,14269945.599999988
15.477653428819433,32.739100606615075,14264205.39999999
15.454902994791658,32.830824291183966,14243238.599999992
15.428489800347213,32.91537315902096,14218896.199999992
15.45005078124999,32.99549563964911,14238766.799999991
15.438895399305546,33.065337295480404,14228485.99999999
15.450609157986099,33.13508566516439,14239281.39999999
15.493145182291649,33.188563735427046,14278482.599999983
15.481848741319435,33.24650994701263,14268071.799999991
15.472055772569428,33.293406041942106,14259046.599999985
15.491214192708322,33.318450507947745,14276702.999999989
15.612271267361102,33.31301489501011,14388269.199999992
15.622356119791656,33.33814165691005,14397563.39999999
15.654263671874991,33.38165652294789,14426969.399999993
15.621463758680543,33.41937316725336,14396740.999999989
15.589774956597207,33.46035952388417,14367536.599999987
15.555693576388876,33.49521514667547,14336127.199999988
15.55820833333332,33.50662982543428,14338444.799999988
15.566197482638879,33.522747339092824,14345807.59999999
15.543606770833321,33.55556316573569,14324987.999999989
15.60039453124999,33.538870258956614,14377323.59999999
15.596546874999984,33.545125187422066,14373777.599999985
15.870039930555546,33.454421351292204,14625828.799999991
15.835819661458316,33.4688442443239,14594291.399999984
15.787368706597212,33.49378376909534,14549638.99999999
15.773682942708321,33.504022184030134,14537026.199999988
15.718641276041653,33.51773239079405,14486299.799999988
